Frequency (Hz)	Level (dB)
2939.282227	-30.234137
2950.048828	-32.623489
2960.815430	-34.732834
2971.582031	-35.934860
2982.348633	-36.980480
2993.115234	-37.441509
3003.881836	-37.806751
3014.648438	-37.677021
3025.415039	-37.556686
3036.181641	-37.464859
3046.948242	-36.936329
3057.714844	-35.759197
3068.481445	-34.858738
3079.248047	-33.228195
3090.014648	-31.398151
3100.781250	-29.179708
3111.547852	-27.657661
3122.314453	-27.424660
3133.081055	-28.263275
3143.847656	-30.112528
3154.614258	-32.062405
3165.380859	-33.155960
3176.147461	-34.979855
3186.914062	-38.106907
3197.680664	-43.399364
3208.447266	-50.800156
3219.213867	-49.635948
3229.980469	-46.450096
3240.747070	-44.392601
3251.513672	-42.994228
3262.280273	-41.785522
3273.046875	-40.594475
3283.813477	-39.421692
3294.580078	-37.800667
3305.346680	-36.761009
3316.113281	-34.960979
3326.879883	-32.975513
3337.646484	-31.851820
3348.413086	-31.756933
3359.179688	-32.884048
3369.946289	-34.790833
3380.712891	-36.364525
3391.479492	-37.848927
3402.246094	-38.594570
3413.012695	-38.697060
3423.779297	-37.910557
3434.545898	-35.967239
3445.312500	-33.792877
3456.079102	-32.645172
3466.845703	-32.592209
3477.612305	-32.435196
3488.378906	-32.247780
3499.145508	-32.200481
3509.912109	-31.654505
3520.678711	-30.556959
3531.445312	-29.242146
3542.211914	-27.914371
3552.978516	-26.661245
3563.745117	-25.918932
3574.511719	-26.358501
3585.278320	-28.138910
3596.044922	-30.151510
3606.811523	-31.625597
3617.578125	-33.008533
3628.344727	-33.972134
3639.111328	-34.651501
3649.877930	-34.819077
3660.644531	-34.735920
3671.411133	-34.740517
3682.177734	-34.036076
3692.944336	-33.356373
3703.710938	-32.878323
3714.477539	-32.478325
3725.244141	-32.596127
3736.010742	-33.522915
3746.777344	-35.172993
3757.543945	-36.931293
3768.310547	-37.654518
3779.077148	-37.124943
3789.843750	-36.994339
3800.610352	-37.813633
3811.376953	-39.106030
3822.143555	-40.453812
3832.910156	-41.690647
3843.676758	-42.873295
3854.443359	-43.587547
3865.209961	-44.210133
3875.976562	-44.866085
3886.743164	-45.509323
3897.509766	-46.065514
3908.276367	-46.783524
3919.042969	-47.585594
3929.809570	-48.349628
3940.576172	-49.892262
3951.342773	-49.216492
3962.109375	-43.352150
3972.875977	-36.813690
3983.642578	-31.420080
3994.409180	-27.891781
4005.175781	-26.130508
4015.942383	-26.378342
4026.708984	-27.707811
4037.475586	-29.684980
4048.242188	-31.924213
4059.008789	-33.196274
4069.775391	-34.185867
4080.541992	-35.172878
4091.308594	-35.629589
4102.075195	-36.054592
4112.841797	-36.296379
4123.608398	-36.562740
4134.375000	-35.883022
4145.141602	-35.610729
4155.908203	-35.662457
4166.674805	-34.519623
4177.441406	-32.701824
4188.208008	-31.069496
4198.974609	-29.535303
4209.741211	-27.579456
4220.507812	-26.129505
4231.274414	-25.377918
4242.041016	-25.200090
4252.807617	-25.993181
4263.574219	-27.675453
4274.340820	-30.203787
4285.107422	-32.669399
4295.874023	-34.572777
4306.640625	-36.183689
4317.407227	-37.108368
4328.173828	-37.929634
4338.940430	-37.924118
4349.707031	-38.052143
4360.473633	-37.907566
4371.240234	-37.589489
4382.006836	-36.631832
4392.773438	-35.886703
4403.540039	-34.909782
4414.306641	-33.885178
4425.073242	-32.820610
4435.839844	-32.061310
4446.606445	-31.586014
4457.373047	-32.000603
4468.139648	-32.876274
4478.906250	-34.221989
4489.672852	-36.083794
4500.439453	-38.332619
4511.206055	-41.664886
4521.972656	-46.492378
4532.739258	-45.860714
4543.505859	-42.323547
4554.272461	-40.383167
4565.039062	-39.543262
4575.805664	-38.591213
4586.572266	-37.844421
4597.338867	-36.815559
4608.105469	-36.040077
4618.872070	-35.047863
4629.638672	-34.132519
4640.405273	-32.931297
4651.171875	-32.066460
4661.938477	-31.706018
4672.705078	-31.504822
4683.471680	-31.991514
4694.238281	-32.379158
4705.004883	-33.054798
4715.771484	-33.625141
4726.538086	-34.304348
4737.304688	-34.675957
4748.071289	-34.932312
4758.837891	-34.797188
4769.604492	-34.599678
4780.371094	-34.305477
4791.137695	-33.786617
4801.904297	-33.519524
4812.670898	-33.468822
4823.437500	-32.646152
4834.204102	-32.161980
4844.970703	-31.798733
4855.737305	-31.344929
4866.503906	-31.042431
4877.270508	-30.516634
4888.037109	-30.141747
4898.803711	-30.484915
4909.570312	-30.833748
4920.336914	-30.967546
4931.103516	-31.380558
4941.870117	-32.042385
4952.636719	-32.306252
4963.403320	-32.850422
4974.169922	-33.146126
4984.936523	-33.118202
4995.703125	-33.442158
5006.469727	-33.205544
5017.236328	-33.274067
5028.002930	-33.272270
5038.769531	-33.358864
5049.536133	-33.106358
5060.302734	-33.160347
5071.069336	-32.966187
5081.835938	-32.591743
5092.602539	-32.405613
5103.369141	-31.946768
5114.135742	-31.843552
5124.902344	-31.729063
5135.668945	-31.493851
5146.435547	-31.664541
5157.202148	-31.780205
5167.968750	-31.732599
5178.735352	-32.105408
5189.501953	-32.766594
5200.268555	-33.404961
5211.035156	-34.393291
5221.801758	-35.520988
5232.568359	-36.622684
5243.334961	-37.647408
5254.101562	-38.947411
5264.868164	-40.225277
5275.634766	-41.711807
5286.401367	-43.492371
5297.167969	-45.344688
5307.934570	-47.069683
5318.701172	-49.354580
5329.467773	-51.501598
5340.234375	-53.984291
5351.000977	-56.799187
5361.767578	-59.657982
5372.534180	-63.356136
5383.300781	-67.310692
5394.067383	-71.924004
5404.833984	-78.084557
5415.600586	-84.566940
5426.367188	-91.171356
5437.133789	-99.065430
5447.900391	-107.114281
5458.666992	-113.629875
5469.433594	-117.498253
5480.200195	-118.801888
5490.966797	-119.574722
5501.733398	-120.024391
